msg.pro_transcript,Upgrade to Pro to view the full transcript!,升级到专业版以查看完整文字记录！,升級成專業版就可以看完整的逐字稿喔！,Opgradeer na Pro om die volledige transkripsie te sien!,قم بالترقية إلى النسخة المتقدمة لعرض النص الكامل!,Actualitza a Pro per veure la transcripció completa!,"Upgraden Sie auf Pro, um das vollständige Transkript anzuzeigen!",Αναβάθμιση σε επαγγελματική έκδοση για να δείτε την πλήρη απομαγνητοφώνηση!,¡Actualiza a Pro para ver la transcripción completa!,Päivitä Pro-versioon nähdäksesi koko transkription!,Passer à la version Pro pour voir la transcription complète !,Uasghrádaigh go Pro chun an tras-scríbhinn iomlán a fheiceáil!,पूर्ण प्रतिलेख देखने के लिए प्रो में अपग्रेड करें!,Nadogradi na Pro za pregled cijelog transkripta!,Frissítés Pro-ra a teljes átirat megtekintéséhez!,Tingkatkan ke Pro untuk melihat transkrip lengkap!,Passa a Pro per visualizzare la trascrizione completa!,完全なトランスクリプトを表示するには、Proにアップグレードしてください！,전체 대본을 보려면 프로로 업그레이드하세요!,Upgrade naar Pro om de volledige transcriptie te bekijken!,Oppgrader til Pro for å se hele transkripsjonen!,"Przejdź na wersję Pro, aby zobaczyć pełną transkrypcję!",Atualize para Pro para ver a transcrição completa!,Fă upgrade la Pro pentru a vedea transcrierea completă!,"Обновитесь до Pro, чтобы увидеть полную расшифровку!",Nadogradi na Pro da bi video ceo transkript!,Uppgradera till Pro för att se hela transkriptet!,Boresha hadi Pro ili kuona nakala kamili!,อัพเกรดเป็น Pro เพื่อดูการถอดความทั้งหมด!,Tam transkripti görmek için Pro'ya yükseltin!,Nâng cấp lên Pro để xem toàn bộ bản ghi!
msg.pro_transcript_limit_reached,Transcript limit reached. Please upgrade to Pro to access more transcripts.,已达到文字记录限制。请升级到专业版以访问更多文字记录。,已經達到逐字稿的上限囉。請升級成專業版來看更多逐字稿。,Transkripsielimiet bereik. Opgradeer asseblief na Pro om toegang tot meer transkripsies te kry.,تم الوصول إلى حد النصوص. يرجى الترقية إلى النسخة المتقدمة للوصول إلى المزيد من النصوص.,"S'ha arribat al límit de transcripció. Si us plau, actualitza a Pro per accedir a més transcripcions.","Transkriptionslimit erreicht. Bitte upgraden Sie auf Pro, um Zugang zu mehr Transkriptionen zu erhalten.",Έχετε φτάσει το όριο απομαγνητοφωνήσεων. Αναβαθμίστε σε επαγγελματική έκδοση για πρόσβαση σε περισσότερες απομαγνητοφωνήσεις.,"Se ha alcanzado el límite de transcripción. Por favor, actualiza a Pro para acceder a más transcripciones.",Transkriptioraja saavutettu. Päivitä Pro-versioon saadaksesi lisää transkriptioita.,Limite de transcription atteinte. Veuillez passer à la version Pro pour accéder à plus de transcriptions.,Sroicheadh teorainn tras-scríbhinne. Uasghrádaigh go Pro le rochtain a fháil ar níos mó tras-scríbhinní.,प्रतिलेख सीमा तक पहुँच गया। अधिक प्रतिलेखों तक पहुँचने के लिए कृपया प्रो में अपग्रेड करें।,Dostignut je limit transkripata. Nadogradi na Pro za pristup većem broju transkripata.,Átirat limit elérve. További átiratok eléréséhez frissítsen Pro-ra.,Batas transkrip tercapai. Harap tingkatkan ke Pro untuk mengakses lebih banyak transkrip.,Limite di trascrizioni raggiunto. Passa a Pro per accedere a più trascrizioni.,トランスクリプトの制限に達しました。 より多くのトランスクリプトにアクセスするには、Proにアップグレードしてください。,대본 한도에 도달했습니다. 더 많은 대본에 접근하려면 프로로 업그레이드하세요.,Transcriptielimiet bereikt. Upgrade naar Pro voor toegang tot meer transcripties.,Transkripsjonsgrense nådd. Vennligst oppgrader til Pro for tilgang til flere transkripsjoner.,"Osiągnięto limit transkrypcji. Przejdź na wersję Pro, aby uzyskać dostęp do większej liczby transkrypcji.","Limite de transcrição atingido. Por favor, atualize para Pro para acessar mais transcrições.",S-a atins limita de transcrieri. Te rugăm să faci upgrade la Pro pentru a accesa mai multe transcrieri.,"Достигнут лимит транскрипций. Пожалуйста, обновитесь до Pro для доступа к большему количеству транскрипций.",Dostignut je limit transkripta. Nadogradi na Pro za pristup većem broju transkripata.,Transkriptionsgräns nådd. Vänligen uppgradera till Pro för att få åtkomst till fler transkriptioner.,Kikomo cha nakala kimefikiwa. Tafadhali boresha hadi Pro ili kupata nakala zaidi.,ถึงขีดจำกัดการถอดความแล้ว กรุณาอัพเกรดเป็น Pro เพื่อเข้าถึงการถอดความเพิ่มเติม,Transkript sınırına ulaşıldı. Daha fazla transkripte erişmek için lütfen Pro'ya yükseltin.,Đã đạt giới hạn bản ghi. Vui lòng nâng cấp lên Pro để truy cập thêm bản ghi.
msg.purchase_confirmation,"Press ""Purchase"" and you will be asked to confirm your in-app purchase from the Apple App Store.","点击""购买""，您将被要求确认来自Apple App Store的应用内购买。",按下「購買」後，你會被要求確認從Apple App Store的內購喔。,"Druk ""Koop"" en jy sal gevra word om jou in-app aankoop vanaf die Apple App Store te bevestig.",,,,,,,,,,,,,,,,,,,,,,,,,,,
msg.sort_by,Sort by: {{sortBy}},排序方式：{{sortBy}},排序方式：{{sortBy}},Sorteer volgens: {{sortBy}},ترتيب حسب: {{sortBy}},Ordenar per: {{sortBy}},Sortieren nach: {{sortBy}},Ταξινόμηση κατά: {{sortBy}},Ordenar por: {{sortBy}},Lajittele: {{sortBy}},Trier par : {{sortBy}},Sórtáil de réir: {{sortBy}},इस प्रकार से छाँटें: {{sortBy}},Sortiraj po: {{sortBy}},Rendezés: {{sortBy}},Urutkan berdasarkan: {{sortBy}},Ordina per: {{sortBy}},並べ替え: {{sortBy}},정렬 기준: {{sortBy}},Sorteren op: {{sortBy}},Sorter etter: {{sortBy}},Sortuj według: {{sortBy}},Ordenar por: {{sortBy}},Sortează după: {{sortBy}},Сортировать по: {{sortBy}},Sortiraj po: {{sortBy}},Sortera efter: {{sortBy}},Panga kwa: {{sortBy}},เรียงตาม: {{sortBy}},Şuna göre sırala: {{sortBy}},Sắp xếp theo: {{sortBy}}
msg.subscription_explanation,"Currently, monthly and annual subscriptions are not supported as in-app purchase because our server can only handle one-time payments from Apple. To continue the purchase, please choose the Lifetime Plan.",目前，由于我们的服务器只能处理来自苹果的一次性付款，因此不支持月度和年度订阅作为应用内购买。要继续购买，请选择终身计划。,目前，因為我們的伺服器只能處理來自蘋果的一次性付款，所以不支援月費和年費的內購喔。要繼續購買的話，請選擇終身方案。,"Tans word maandelikse en jaarlikse intekeninge nie as in-app aankope ondersteun nie, omdat ons bediener slegs eenmalige betalings van Apple kan hanteer. Om voort te gaan met die aankoop, kies asseblief die Lewenslange Plan.",,,,,,,,,,,,,,,,,,,,,,,,,,,
msg.time_spent_learning,Spent learning {{language}} in Language Player,在Language Player中学习{{language}}的时间,在Language Player學習{{language}}的時間,Tyd spandeer aan die leer van {{language}} in Language Player,الوقت المستغرق في تعلم {{language}} في Language Player,Temps dedicat a aprendre {{language}} a Language Player,"Zeit, die mit dem Lernen von {{language}} in Language Player verbracht wurde",Ξοδεύτηκε χρόνος εκμάθησης {{language}} στο Language Player,Tiempo dedicado a aprender {{language}} en Language Player,Aika käytetty {{language}} oppimiseen Language Playerissa,Temps passé à apprendre {{language}} dans Language Player,Am caite ag foghlaim {{language}} in Language Player,Language Player में {{language}} सीखने में व्यतीत समय,Vrijeme provedeno učeći {{language}} u Language Playeru,Nyelvtanulásra fordított idő a Language Player-ben {{language}},Waktu yang dihabiskan belajar {{language}} di Language Player,Tempo trascorso a imparare {{language}} in Language Player,Language Playerで{{language}}の学習に費やした時間,Language Player에서 {{language}} 학습에 소요된 시간,Tijd besteed aan het leren van {{language}} in Language Player,Tid brukt på å lære {{language}} i Language Player,Czas spędzony na nauce {{language}} w Language Player,Tempo gasto aprendendo {{language}} no Language Player,Timp petrecut învățând {{language}} în Language Player,"Время, проведенное на изучении {{language}} в Language Player",Vreme provedeno učeći {{language}} u Language Player-u,Tid spenderad på att lära sig {{language}} i Language Player,Muda uliotumika kujifunza {{language}} katika Language Player,เวลาที่ใช้ในการเรียนรู้ {{language}} ใน Language Player,Language Player'da {{language}} öğrenmeye harcanan süre,Thời gian dành để học {{language}} trong Language Player
msg.upgrade_text,Upgrade to Pro to access more videos!,升级到专业版以访问更多视频！,升級成專業版就可以看更多影片喔！,Opgradeer na Pro om toegang tot meer video's te kry!,قم بالترقية إلى النسخة المتقدمة للوصول إلى المزيد من مقاطع الفيديو!,Actualitza a Pro per accedir a més vídeos!,"Upgraden Sie auf Pro, um Zugang zu mehr Videos zu erhalten!",Αναβάθμιση σε επαγγελματική έκδοση για πρόσβαση σε περισσότερα βίντεο!,¡Actualiza a Pro para acceder a más videos!,Päivitä Pro-versioon saadaksesi lisää videoita!,Passer à la version Pro pour accéder à plus de vidéos !,Uasghrádaigh go Pro chun rochtain a fháil ar níos mó físeán!,अधिक वीडियो तक पहुँचने के लिए प्रो में अपग्रेड करें!,Nadogradi na Pro za pristup većem broju videozapisa!,Frissítsen Pro-ra a további videók eléréséhez!,Tingkatkan ke Pro untuk mengakses lebih banyak video!,Passa a Pro per accedere a più video!,より多くのビデオにアクセスするには、Proにアップグレードしてください！,더 많은 동영상에 접근하려면 프로로 업그레이드하세요!,Upgrade naar Pro voor toegang tot meer video's!,Oppgrader til Pro for tilgang til flere videoer!,"Przejdź na wersję Pro, aby uzyskać dostęp do większej liczby filmów!",Atualize para Pro para acessar mais vídeos!,Fă upgrade la Pro pentru a accesa mai multe videoclipuri!,Обновитесь до Pro для доступа к большему количеству видео!,Nadogradi na Pro za pristup većem broju video zapisa!,Uppgradera till Pro för att få åtkomst till fler videor!,Boresha hadi Pro ili kupata video zaidi!,อัพเกรดเป็น Pro เพื่อเข้าถึงวิดีโอเพิ่มเติม!,Daha fazla videoya erişmek için Pro'ya yükseltin!,Nâng cấp lên Pro để truy cập thêm video!
msg.what_your_first_language,What’s your first language?,您的母语是什么？,你的母語是什麼呢？,Wat is jou moedertaal?,ما هي لغتك الأم؟,Quina és la teva llengua materna?,Was ist Ihre Muttersprache?,Ποια είναι η μητρική σας γλώσσα;,¿Cuál es tu lengua materna?,Mikä on äidinkielesi?,Quelle est votre langue maternelle ?,Cad é do mháthairtheanga?,आपकी पहली भाषा क्या है?,Koji je tvoj materinski jezik?,Mi az első nyelve?,Apa bahasa ibu Anda?,Qual è la tua lingua madre?,あなたの第一言語は何ですか？,모국어가 무엇인가요?,Wat is je moedertaal?,Hva er ditt morsmål?,Jaki jest Twój język ojczysty?,Qual é a sua primeira língua?,Care este limba ta maternă?,Какой ваш родной язык?,Koji je tvoj maternji jezik?,Vad är ditt modersmål?,Lugha yako ya kwanza ni ipi?,ภาษาแม่ของคุณคืออะไร?,Anadiliniz nedir?,Tiếng mẹ đẻ của bạn là gì?
msg.with_pro_you_can,"With Pro, you can:",使用专业版，您可以：,用專業版，你就可以：,Met Pro kan jy:,مع النسخة المتقدمة، يمكنك:,"Amb Pro, pots:",Mit Pro können Sie:,"Με την επαγγελματική έκδοση, μπορείτε να:","Con Pro, puedes:",Pro-versiolla voit:,"Avec Pro, vous pouvez :","Le Pro, is féidir leat:","प्रो के साथ, आप कर सकते हैं:",S Pro verzijom možeš:,A Pro-val teheti:,"Dengan Pro, Anda dapat:",Con Pro puoi:,Proでは、次のことができます:,프로 버전으로 다음을 할 수 있습니다:,Met Pro kun je:,Med Pro kan du:,Z wersją Pro możesz:,"Com o Pro, você pode:","Cu Pro, poți:",С Pro вы можете:,Sa Pro verzijom možeš:,Med Pro kan du:,"Ukiwa na Pro, unaweza:",ด้วย Pro คุณสามารถ:,Pro ile şunları yapabilirsiniz:,"Với Pro, bạn có thể:"
option.app_store,App Store,应用商店,App Store,App Store,متجر التطبيقات,App Store,App Store,App Store,App Store,App Store,App Store,App Store,ऐप स्टोर,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,App Store,Duka la Programu,App Store,App Store,App Store
option.bilibili,Bilibili,哔哩哔哩,嗶哩嗶哩,Bilibili,بيليبيلي,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili,Bilibili
option.google_ads,Online Ads,在线广告,網路廣告,Aanlyn advertensies,إعلانات عبر الإنترنت,Anuncis en línia,Online-Werbung,Διαδικτυακές διαφημίσεις,Anuncios en línea,Verkkomainokset,Publicités en ligne,Fógraí ar líne,ऑनलाइन विज्ञापन,Online oglasi,Online hirdetések,Iklan Online,Pubblicità online,オンライン広告,온라인 광고,Online advertenties,Onlineannonser,Reklamy online,Anúncios Online,Reclame online,Онлайн реклама,Online oglasi,Onlineannonser,Matangazo Mtandaoni,โฆษณาออนไลน์,Çevrimiçi Reklamlar,Quảng cáo trực tuyến
option.google_play,Google Play,谷歌Play商店,Google Play商店,Google Play,جوجل بلاي,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play,Google Play
option.google_search,Web Search,网页搜索,網路搜尋,Websoektog,بحث الويب,Cerca web,Websuche,Αναζήτηση στον Ιστό,Búsqueda web,Verkkohaku,Recherche sur le Web,Cuardach Gréasáin,वेब खोज,Web pretraživanje,Webkeresés,Pencarian Web,Ricerca web,ウェブ検索,웹 검색,Webzoekopdracht,Websøk,Wyszukiwarka internetowa,Pesquisa na Web,Căutare web,Поиск в Интернете,Web pretraga,Webbsökning,Utafutaji wa Wavuti,การค้นหาเว็บ,Web Araması,Tìm kiếm web
option.hsk_courses,HSK Courses,HSK课程,HSK課程,HSK-kursusse,دورات اختبار الكفاءة في اللغة الصينية,Cursos HSK,HSK-Kurse,Μαθήματα HSK,Cursos HSK,HSK-kurssit,Cours HSK,Cúrsaí HSK,HSK पाठ्यक्रम,HSK tečajevi,HSK tanfolyamok,Kursus HSK,Corsi HSK,HSKコース,HSK 강좌,HSK-cursussen,HSK-kurs,Kursy HSK,Cursos HSK,Cursuri HSK,Курсы HSK,HSK kursevi,HSK-kurser,Kozi za HSK,คอร์ส HSK,HSK Kursları,Khóa học HSK
option.instagram,Instagram,Instagram,Instagram,Instagram,إنستغرام,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram,Instagram
option.other,Other (Please specify),其他（请说明）,其他（請說明）,Ander (Spesifiseer asseblief),أخرى (يرجى التحديد),"Altres (Si us plau, especifica)",Andere (Bitte angeben),Άλλο (Παρακαλώ καθορίστε),"Otros (Por favor, especifica)",Muu (Täsmennä),Autre (Veuillez spécifier),Eile (Sonraigh le do thoil),अन्य (कृपया निर्दिष्ट करें),Ostalo (Molimo navedite),"Egyéb (Kérjük, adja meg)",Lainnya (Silakan sebutkan),Altro (Specifica per favore),その他（ご指定ください）,기타 (구체적으로 명시해 주세요),Anders (Gelieve te specificeren),Annet (Vennligst spesifiser),Inne (Proszę określić),Outro (Especifique),Altele (Te rugăm să specifici),"Другое (пожалуйста, укажите)",Drugo (Molimo navedite),Annat (Vänligen specificera),Nyingine (Tafadhali fafanua),อื่นๆ (โปรดระบุ),Diğer (Lütfen belirtin),Khác (Vui lòng nêu rõ)
option.word_of_mouth,Word of Mouth,口碑推荐,親友推薦,Mondelinge aanbeveling,الكلام المنقول,Boca a orella,Mundpropaganda,Από στόμα σε στόμα,Boca a boca,Suusta suuhun,Bouche à oreille,Ó bhéal go béal,मौखिक सिफारिश,Usmena preporuka,Szóbeszéd,Rekomendasi dari mulut ke mulut,Passaparola,口コミ,구전,Mond-tot-mondreclame,Jungeltelegrafen,Marketing szeptany,Boca a boca,Prin viu grai,Сарафанное радио,Usmena preporuka,Mun till mun,Neno la mdomo,การบอกต่อ,Ağızdan ağıza,Truyền miệng
option.youtube,YouTube,YouTube,YouTube,YouTube,يوتيوب,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube,YouTube
placeholder.confirm_password,Confirm Password,确认密码,再輸入一次密碼,Bevestig wagwoord,تأكيد كلمة المرور,Confirmar contrasenya,Passwort bestätigen,Επιβεβαίωση κωδικού πρόσβασης,Confirmar contraseña,Vahvista salasana,Confirmer le mot de passe,Deimhnigh pasfhocal,पासवर्ड की पुष्टि करें,Potvrdi lozinku,Jelszó megerősítése,Konfirmasi Kata Sandi,Conferma password,パスワードの確認,비밀번호 확인,Bevestig wachtwoord,Bekreft passord,Potwierdź hasło,Confirmar Senha,Confirmă parola,Подтвердить пароль,Potvrdi lozinku,Bekräfta lösenord,Thibitisha Nenosiri,ยืนยันรหัสผ่าน,Şifreyi Doğrula,Xác nhận mật khẩu
placeholder.email,Email,电子邮箱,電子信箱,E-pos,البريد الإلكتروني,Correu electrònic,E-Mail,Ηλεκτρονικό ταχυδρομείο,Correo electrónico,Sähköposti,Email,Ríomhphost,ईमेल,E-mail,E-mail,Email,Email,メール,이메일,E-mail,E-post,E-mail,E-mail,Email,Электронная почта,E-pošta,E-post,Barua pepe,อีเมล,E-posta,Email
placeholder.first_name,First,名,名,Voornaam,الاسم الأول,Nom,Vorname,Πρώτο,Nombre,Etunimi,Prénom,Céadainm,पहला,Ime,Keresztnév,Depan,Nome,名,이름,Voornaam,Fornavn,Imię,Primeiro Nome,Prenume,Имя,Ime,Förnamn,Jina la kwanza,ชื่อ,Ad,Tên
placeholder.last_name,Last,姓,姓,Van,اسم العائلة,Cognom,Nachname,Επώνυμο,Apellido,Sukunimi,Nom,Sloinne,अंतिम,Prezime,Vezetéknév,Belakang,Cognome,姓,성,Achternaam,Etternavn,Nazwisko,Último Nome,Nume,Фамилия,Prezime,Efternamn,Jina la mwisho,นามสกุล,Soyad,Họ
placeholder.more_languages,More languages ({{count}}),更多语言（{{count}}）,更多語言（{{count}}種）,Meer tale ({{count}}),المزيد من اللغات ({{count}}),Més idiomes ({{count}}),Weitere Sprachen ({{count}}),Περισσότερες γλώσσες ({{count}}),Más idiomas ({{count}}),Lisää kieliä ({{count}}),Plus de langues ({{count}}),Tuilleadh teangacha ({{count}}),अधिक भाषाएँ ({{count}}),Više jezika ({{count}}),További nyelvek ({{count}}),Bahasa lebih banyak ({{count}}),Altre lingue ({{count}}),その他の言語 ({{count}}),더 많은 언어 ({{count}}),Meer talen ({{count}}),Flere språk ({{count}}),Więcej języków ({{count}}),Mais idiomas ({{count}}),Mai multe limbi ({{count}}),Другие языки ({{count}}),Više jezika ({{count}}),Fler språk ({{count}}),Lugha zaidi ({{count}}),ภาษาเพิ่มเติม ({{count}}),Daha fazla dil ({{count}}),Thêm ngôn ngữ ({{count}})
placeholder.password,Password,密码,密碼,Wagwoord,كلمة المرور,Contrasenya,Passwort,Κωδικός πρόσβασης,Contraseña,Salasana,Mot de passe,Pasfhocal,पासवर्ड,Lozinka,Jelszó,Kata Sandi,Password,パスワード,비밀번호,Wachtwoord,Passord,Hasło,Senha,Parolă,Пароль,Lozinka,Lösenord,Nenosiri,รหัสผ่าน,Şifre,Mật khẩu
placeholder.please_specify,Please specify,请说明,請說明,Spesifiseer asseblief,يرجى التحديد,"Si us plau, especifica",Bitte angeben,Παρακαλώ καθορίστε,"Por favor, especifica",Täsmennä,Veuillez spécifier,Sonraigh le do thoil,कृपया निर्दिष्ट करें,Molimo navedite,"Kérjük, adja meg",Silakan sebutkan,Specifica per favore,ご指定ください,구체적으로 명시해 주세요,Gelieve te specificeren,Vennligst spesifiser,Proszę określić,"Por favor, especifique",Te rugăm să specifici,"Пожалуйста, укажите",Molimo navedite,Vänligen specificera,Tafadhali fafanua,โปรดระบุ,Lütfen belirtin,Vui lòng nêu rõ
placeholder.search,Search...,搜索...,搜尋...,Soek...,بحث...,Cerca...,Suchen...,Αναζήτηση...,Buscar...,Hae...,Rechercher...,Cuardaigh...,खोजें...,Pretraži...,Keresés...,Cari...,Cerca...,検索...,검색...,Zoeken...,Søk...,Szukaj...,Buscar...,Caută...,Поиск...,Pretraži...,Sök...,Tafuta...,ค้นหา...,Ara...,Tìm kiếm...
placeholder.select_language,Select a language,选择语言,選擇一種語言,Kies 'n taal,اختر لغة,Selecciona un idioma,Sprache auswählen,Επιλέξτε μια γλώσσα,Seleccionar un idioma,Valitse kieli,Sélectionnez une langue,Roghnaigh teanga,एक भाषा का चयन करें,Odaberi jezik,Nyelv kiválasztása,Pilih bahasa,Seleziona una lingua,言語を選択してください,언어 선택,Selecteer een taal,Velg et språk,Wybierz język,Selecione um idioma,Selectează o limbă,Выберите язык,Izaberi jezik,Välj ett språk,Chagua lugha,เลือกภาษา,Bir dil seçin,Chọn một ngôn ngữ
price.annual,${{price}}/yr,${{price}}/年,${{price}}/年,${{price}}/jr,${{price}}/سنة,${{price}}/any,${{price}}/Jahr,${{price}}/έτος,${{price}}/año,${{price}}/vuosi,${{price}}/an,${{price}}/bliain,${{price}}/वर्ष,${{price}}/god,${{price}}/év,${{price}}/tahun,${{price}}/anno,${{price}}/年,${{price}}/년,${{price}}/jaar,${{price}}/år,${{price}}/rok,${{price}}/ano,${{price}}/an,${{price}}/год,${{price}}/год,${{price}}/år,${{price}}/mwaka,${{price}}/ปี,${{price}}/yıl,${{price}}/năm
price.lifetime,${{price}}/lifetime,${{price}}/终身,${{price}}/終身,${{price}}/leeftyd,${{price}}/مدى الحياة,${{price}}/per vida,${{price}}/lebenslang,${{price}}/εφ' όρου ζωής,${{price}}/de por vida,${{price}}/elinikäinen,${{price}}/à vie,${{price}}/ar feadh an tsaoil,${{price}}/आजीवन,${{price}}/doživotno,${{price}}/életre szóló,${{price}}/seumur hidup,${{price}}/a vita,${{price}}/生涯,${{price}}/평생,${{price}}/levenslang,${{price}}/livstid,${{price}}/dożywotnio,${{price}}/vitalício,${{price}}/pe viață,${{price}}/пожизненно,${{price}}/доживотно,${{price}}/livstid,${{price}}/maisha,${{price}}/ตลอดชีพ,${{price}}/ömür boyu,${{price}}/trọn đời
price.monthly,${{price}}/mo,${{price}}/月,${{price}}/月,${{price}}/md,${{price}}/شهر,${{price}}/mes,${{price}}/Monat,${{price}}/μήνα,${{price}}/mes,${{price}}/kk,${{price}}/mois,${{price}}/mí,${{price}}/माह,${{price}}/mj,${{price}}/hó,${{price}}/bulan,${{price}}/mese,${{price}}/月,${{price}}/월,${{price}}/mnd,${{price}}/mnd,${{price}}/mies,${{price}}/mês,${{price}}/lună,${{price}}/мес,${{price}}/мес,${{price}}/mån,${{price}}/mwezi,${{price}}/เดือน,${{price}}/ay,${{price}}/tháng
setting.auto_pronounce,Auto Pronounce,自动发音,自動發音,Outomatiese uitspraak,النطق التلقائي,Pronunciació automàtica,Automatische Aussprache,Αυτόματη προφορά,Pronunciación automática,Automaattinen ääntäminen,Prononciation automatique,Fuaimniú uathoibríoch,स्वचालित उच्चारण,Automatski izgovor,Automatikus kiejtés,Pengucapan Otomatis,Pronuncia automatica,自動発音,자동 발음,Automatische uitspraak,Automatisk uttale,Automatyczna wymowa,Pronúncia Automática,Pronunție automată,Автоматическое произношение,Automatski izgovor,Automatiskt uttal,Matamshi ya Moja kwa Moja,การออกเสียงอัตโนมัติ,Otomatik Telaffuz,Phát âm tự động
setting.dark_mode,Dark Mode,深色模式,深色模式,Donker modus,الوضع الداكن,Mode fosc,Dunkelmodus,Σκοτεινή λειτουργία,Modo oscuro,Tumma tila,Mode sombre,Mód dorcha,डार्क मोड,Tamni način rada,Sötét mód,Mode Gelap,Modalità scura,ダークモード,다크 모드,Donkere modus,Mørk modus,Tryb ciemny,Modo Escuro,Mod întunecat,Темный режим,Tamni režim,Mörkt läge,Hali Nyeusi,โหมดมืด,Karanlık Mod,Chế độ tối
setting.saved_words_blanks,Saved Words as Blanks,将保存的单词显示为空白,把儲存的單字變成空格,Gestoorde woorde as spasies,عرض الكلمات المحفوظة كفراغات,Paraules guardades com a espais en blanc,Gespeicherte Wörter als Lücken,Αποθηκευμένες λέξεις ως κενά,Palabras guardadas como espacios en blanco,Tallennetut sanat tyhjinä,Mots enregistrés comme blancs,Focail shábháilte mar spásanna bána,सहेजे गए शब्द रिक्त के रूप में,Spremljene riječi kao praznine,Mentett szavak mint üres helyek,Kata yang Disimpan sebagai Kosong,Parole salvate come spazi vuoti,空白として保存された単語,저장된 단어를 빈칸으로 표시,Opgeslagen woorden als lege ruimtes,Lagrede ord som tomme felt,Zapisane słowa jako puste miejsca,Palavras Salvas como Espaços em Branco,Cuvinte salvate ca spații goale,Сохраненные слова как пробелы,Sačuvane reči kao prazna mesta,Sparade ord som tomma,Maneno Yaliyohifadhiwa kama Nafasi,แสดงคำที่บันทึกเป็นช่องว่าง,Boşluklar olarak Kaydedilen Kelimeler,Từ đã lưu dưới dạng khoảng trống
setting.show_gloss_saved,Show Gloss for Saved,显示已保存单词的注释,顯示已儲存單字的註解,Wys verklaring vir gestoorde,إظهار الشرح للكلمات المحفوظة,Mostrar glossa per a guardats,Glossar für Gespeicherte anzeigen,Εμφάνιση σχολίων για αποθηκευμένα,Mostrar glosa para guardados,Näytä selitys tallennetuille,Afficher la glose pour les enregistrés,Taispeáin gluais do shábháilte,सहेजे गए के लिए व्याख्या दिखाएँ,Prikaži glosu za spremljene,Megjegyzés megjelenítése a mentett elemekhez,Tampilkan Glos untuk yang Disimpan,Mostra glossa per salvate,保存済みの注釈を表示,저장된 단어에 대한 주석 표시,Toon glossen voor opgeslagen,Vis forklaring for lagrede,Pokaż glosę dla zapisanych,Mostrar Glossário para Salvos,Arată glosă pentru salvate,Показывать глоссарий для сохраненных,Prikaži glosu za sačuvane,Visa glossa för sparade,Onyesha Glosari kwa Yaliyohifadhiwa,แสดงคำอธิบายสำหรับคำที่บันทึก,Kaydedilenler için Açıklama Göster,Hiển thị chú giải cho từ đã lưu
setting.show_phonetics,Show Phonetics,显示音标,顯示發音,Wys fonetiese skrif,عرض النطق الصوتي,Mostrar fonètica,Lautschrift anzeigen,Εμφάνιση φωνητικής,Mostrar fonética,Näytä fonetiikka,Afficher la phonétique,Taispeáin foghraíocht,ध्वन्यात्मकता दिखाएँ,Prikaži fonetiku,Fonetikák megjelenítése,Tampilkan Fonetik,Mostra fonetica,発音記号を表示,발음 기호 표시,Toon fonetiek,Vis fonetikk,Pokaż fonetykę,Mostrar Fonética,Arată fonetică,Показывать фонетику,Prikaži fonetiku,Visa fonetik,Onyesha Fonetiki,แสดงสัทอักษร,Fonetikleri Göster,Hiển thị phiên âm
setting.show_translation,Show Translation,显示翻译,顯示翻譯,Wys vertaling,عرض الترجمة,Mostrar traducció,Übersetzung anzeigen,Εμφάνιση μετάφρασης,Mostrar traducción,Näytä käännös,Afficher la traduction,Taispeáin aistriúchán,अनुवाद दिखाएँ,Prikaži prijevod,Fordítás megjelenítése,Tampilkan Terjemahan,Mostra traduzione,翻訳を表示,번역 표시,Toon vertaling,Vis oversettelse,Pokaż tłumaczenie,Mostrar Tradução,Arată traducerea,Показывать перевод,Prikaži prevod,Visa översättning,Onyesha Tafsiri,แสดงการแปล,Çeviriyi Göster,Hiển thị bản dịch
